timestamp_ms,raw_velocity,smooth_velocity,rep_num
2207,0.0000,0.0000,0
2212,0.0000,0.0000,0
2217,0.0000,0.0000,0
2222,0.0000,0.0000,0
2227,0.0000,0.0000,0
2232,0.0000,0.0000,0
2237,0.0000,0.0000,0
2242,0.0000,0.0000,0
2247,0.0000,0.0000,0
2252,0.0000,0.0000,0
2257,0.0000,0.0000,0
2262,0.0000,0.0000,0
2267,0.0000,0.0000,0
2272,0.0000,0.0000,0
2277,0.0000,0.0000,0
2282,0.0000,0.0000,0
2287,0.0000,0.0000,0
2292,0.0000,0.0000,0
2297,0.0000,0.0000,0
2302,0.0000,0.0000,0
2307,0.0000,0.0000,0
2312,0.0000,0.0000,0
2317,0.0000,0.0000,0
2322,0.0000,0.0000,0
2327,0.0000,0.0000,0
2332,0.0000,0.0000,0
2337,0.0000,0.0000,0
2342,0.0000,0.0000,0
2347,0.0000,0.0000,0
2352,0.0000,0.0000,0
2357,0.0000,0.0000,0
2362,0.0000,0.0000,0
2367,0.0000,0.0000,0
2372,0.0000,0.0000,0
2377,0.0000,0.0000,0
2382,0.0000,0.0000,0
2387,0.0000,0.0000,0
2392,0.0000,0.0000,0
2397,0.0000,0.0000,0
2402,0.0000,0.0000,0
2407,0.0000,0.0000,0
2412,0.0000,0.0000,0
2417,0.0000,0.0000,0
2422,0.0000,0.0000,0
2427,0.0000,0.0000,0
2432,0.0000,0.0000,0
2437,0.0000,0.0000,0
2442,0.0000,0.0000,0
2447,0.0000,0.0000,0
2452,0.0000,0.0000,0
2457,0.0000,0.0000,0
2462,0.0000,0.0000,0
2467,0.0000,0.0000,0
2472,0.0000,0.0000,0
2477,0.0000,0.0000,0
2482,0.0000,0.0000,0
2487,0.0000,0.0000,0
2492,0.0000,0.0000,0
2497,0.0000,0.0000,0
2502,0.0000,0.0000,0
2507,0.0000,0.0000,0
2512,0.0000,0.0000,0
2517,0.0000,0.0000,0
2522,0.0000,0.0000,0
2527,0.0000,0.0000,0
2532,0.0000,0.0000,0
2537,0.0000,0.0000,0
2542,0.0000,0.0000,0
2547,0.0000,0.0000,0
2552,0.0000,0.0000,0
2557,0.0000,0.0000,0
2562,0.0000,0.0000,0
2567,0.0000,0.0000,0
2572,0.0000,0.0000,0
2577,0.0000,0.0000,0
2582,0.0000,0.0000,0
2587,0.0000,0.0000,0
2592,0.0000,0.0000,0
2597,0.0000,0.0000,0
2602,0.0000,0.0000,0
2607,0.0000,0.0000,0
2612,0.0000,0.0000,0
2617,0.0000,0.0000,0
2622,0.0000,0.0000,0
2627,0.0000,0.0000,0
2632,0.0000,0.0000,0
2637,0.0000,0.0000,0
2642,0.0000,0.0000,0
2647,0.0000,0.0000,0
2652,0.0000,0.0000,0
